startSeconds,endSeconds,isTargetChildOnly
1682.2,1682.8,True
1683.61,1684.21,True
1685.01,1685.61,False
1691.89,1692.51,True
1709.09,1710.58,True
1746.49,1747.14,True
1763.15,1763.75,False
1787.76,1788.45,True
1796.2,1798.86,False
1802.53,1803.13,True
1807.21,1807.87,False
1811.74,1812.63,True
1812.63,1814.79,False
1817.43,1818.03,False
1824.01,1824.61,True
1826.02,1826.65,True
1842.34,1843.0,True
1843.93,1845.06,True
1848.03,1848.91,False
1850.71,1851.57,True
1853.88,1854.82,True
1859.39,1859.99,True
1861.3,1862.12,True
1863.79,1864.39,True
1869.17,1869.93,True
1873.77,1874.49,True
1883.1,1883.7,True
1891.44,1892.08,True
1912.36,1912.96,True
1919.59,1920.32,True
1964.74,1965.39,False
1967.45,1968.21,False
1996.92,1997.52,True
2007.68,2008.28,True
2012.61,2013.61,False
2032.05,2032.65,True
2236.46,2237.06,True
2256.34,2256.94,True
2258.7,2259.38,True
2300.81,2301.41,True
2319.54,2320.48,True
2350.78,2351.6,True
2353.58,2354.18,True
2380.87,2381.47,True
2390.64,2391.24,True
2392.89,2393.49,False
2463.09,2463.69,True
2471.23,2472.66,True
2475.49,2476.09,False
2485.04,2485.64,False
2489.39,2490.17,True
2494.16,2494.79,True
2497.1,2497.7,True
2502.57,2503.23,True
2533.6,2534.25,False
2542.4,2543.5,True
2545.25,2545.85,True
2548.27,2549.08,True
2575.5,2576.15,True
2577.42,2578.42,False
2580.51,2581.33,True
2584.5,2585.39,True
2593.38,2593.98,False
2610.58,2611.64,True
2614.24,2615.39,True
2620.69,2621.29,True
2647.26,2647.97,True
2659.85,2661.26,False
2663.09,2663.73,True
2678.09,2678.69,True
2679.61,2680.23,True
2682.01,2682.65,False
2693.27,2693.87,True
2704.63,2706.14,True
2709.0,2709.6,True
2712.0,2712.6,True
2713.56,2714.17,False
2726.81,2727.55,True
2753.44,2754.1,True
2789.76,2790.36,True
2791.76,2792.86,True
2797.0,2799.08,True
2806.88,2808.09,True
2815.44,2816.53,True
2819.73,2821.48,True
2825.79,2827.31,True
2832.53,2833.86,True
2835.51,2837.22,True
2849.64,2853.4,False
2859.79,2863.58,True
2866.21,2869.02,True
2874.21,2876.9,True
2880.7,2881.8,True
2882.89,2885.17,True
2888.42,2891.44,True
2892.4,2893.12,True
2895.38,2896.64,True
2898.65,2899.25,True
2906.43,2908.07,True
2909.02,2910.3,True
2911.73,2912.82,True
2916.04,2917.94,True
2918.97,2919.96,True
2920.77,2922.29,True
2923.21,2924.26,True
2926.34,2928.41,True
2932.09,2934.29,True
2937.03,2937.63,True
2938.63,2939.23,True
2941.11,2943.15,True
2950.59,2951.4,True
2959.48,2960.98,True
2969.98,2971.11,False
2976.96,2979.92,True
2980.73,2982.9,True
2983.7,2984.31,True
2985.11,2985.76,True
2985.76,2986.56,True
2987.37,2988.56,True
2990.13,2994.26,True
3004.98,3006.81,True
3014.68,3018.12,True
3018.93,3021.67,True
3023.97,3027.4,True
3029.21,3034.61,True
3034.61,3035.45,False
3035.45,3041.94,False
3044.17,3044.87,True
3048.81,3049.52,True
3050.5,3051.38,True
3055.6,3056.45,True
3057.45,3058.75,True
3061.07,3062.49,True
3065.67,3066.39,True
3067.61,3070.1,True
3071.1,3072.53,False
3076.82,3077.45,True
3079.29,3080.33,True
3080.33,3081.33,False
3087.0,3088.1,True
3088.1,3088.83,True
3090.99,3091.93,False
3094.43,3095.03,True
3098.06,3098.71,True
3103.95,3105.65,True
3106.49,3108.09,True
3108.98,3109.63,True
3119.17,3119.92,True
3127.94,3129.63,False
3130.43,3131.98,True
3138.5,3139.46,True
3157.13,3159.22,True
3160.17,3161.34,True
3165.09,3166.21,True
3167.28,3168.42,True
3176.79,3177.86,False
3177.86,3178.55,False
3190.07,3192.5,True
3201.09,3202.02,True
3207.03,3207.63,True
3211.45,3213.84,True
3215.0,3216.27,True
3218.21,3219.77,True
3220.57,3222.1,True
3241.96,3243.06,False
3256.05,3260.31,True
3262.81,3264.07,True
3273.55,3274.45,True
3277.29,3277.89,True
3280.41,3281.01,True
3283.49,3284.5,True
3284.5,3285.13,True
3287.71,3288.35,True
3289.28,3290.2,True
3302.05,3302.88,True
3311.89,3312.51,True
3314.57,3315.21,True
3316.01,3316.77,True
3317.57,3318.52,True
3324.03,3325.46,True
3330.29,3331.55,True
3346.34,3347.22,True
3370.25,3371.3,True
3376.05,3376.78,True
3377.76,3379.26,True
3400.28,3400.88,True
3402.69,3403.48,True
3428.07,3428.73,True
3467.36,3467.96,True
3469.56,3470.61,True
3474.31,3474.91,True
3477.7,3478.49,True
3480.46,3481.08,True
3482.09,3482.87,True
3483.82,3484.58,True
3485.38,3486.07,True
3486.93,3487.53,True
3489.59,3490.21,True
3491.35,3491.95,True
3493.93,3494.97,True
3501.05,3501.68,True
3503.28,3504.22,True
3505.75,3507.01,True
3507.81,3508.44,True
3516.03,3516.63,True
3519.28,3519.93,True
3520.93,3522.56,True
3524.29,3525.17,True
3526.78,3527.38,True
3533.42,3534.27,False
3536.27,3536.93,False
3543.58,3544.64,True
3546.54,3548.4,True
3564.49,3565.09,True
3572.21,3572.81,True
3573.76,3574.36,True
3576.4,3577.0,True
3577.0,3577.8,False
3580.49,3581.09,True
3586.6,3587.21,True
3588.13,3588.73,True
3590.47,3591.07,True
3591.91,3594.6,True
3595.5,3596.85,True
3601.38,3601.98,True
3605.41,3606.64,True
3606.64,3607.64,True
3607.64,3608.26,True
3615.94,3616.63,True
3617.85,3618.81,True
3620.5,3621.69,True
3625.1,3626.0,True
3627.24,3628.0,True
3628.97,3629.85,True
3636.46,3639.15,True
3639.95,3640.79,True
3653.4,3654.59,True
3656.15,3656.75,True
3659.94,3661.19,True
3662.36,3662.96,True
3665.79,3666.39,True
3672.78,3673.42,True
3675.64,3676.25,False
3677.26,3679.92,True
3698.73,3699.56,True
3703.12,3703.72,True
3705.74,3706.75,True
3707.92,3708.68,True
3710.4,3711.55,True
3714.76,3715.85,True
3716.72,3717.41,True
3723.45,3724.05,True
3725.37,3726.17,True
3733.07,3733.67,True
3743.78,3744.38,True
3747.92,3749.06,True
3750.06,3750.66,True
3759.14,3759.8,True
3762.49,3763.13,True
3763.93,3764.76,True
3769.73,3771.14,True
3771.94,3773.17,True
3777.85,3779.79,True
3792.55,3793.15,True
3793.95,3794.55,True
3795.59,3796.34,False
3804.17,3804.78,False
3823.58,3824.78,True
3825.58,3826.18,True
3827.3,3828.23,True
3829.16,3830.46,True
3831.64,3833.74,True
3834.55,3836.6,True
3839.78,3840.38,True
3844.41,3845.01,True
3850.38,3852.08,True
3854.27,3854.94,True
3856.21,3856.87,True
3860.04,3860.81,True
3866.76,3867.38,True
3868.21,3868.83,True
3887.28,3888.2,True
3890.1,3892.42,True
3892.42,3893.42,True
3894.47,3895.17,True
3913.88,3914.71,True
3923.5,3924.11,True
3928.18,3928.91,False
3930.1,3930.77,False
3954.53,3955.85,True
3958.3,3958.9,True
3965.18,3965.99,True
3966.79,3968.08,True
3971.25,3971.85,False
3977.89,3979.18,False
3980.0,3981.03,True
3984.34,3985.04,True
3986.06,3988.2,True
3990.51,3992.73,True
4002.62,4003.72,True
4027.73,4028.45,True
4029.29,4030.32,True
4032.43,4033.04,True
4033.94,4034.54,True
4035.87,4037.04,True
4065.65,4066.25,False
4083.98,4084.58,True
4086.0,4086.64,True
4087.44,4088.09,True
4089.55,4090.15,True
4090.95,4092.02,True
4092.02,4093.74,True
4094.54,4095.29,True
4098.13,4099.34,True
4102.97,4104.57,True
4106.94,4109.22,True
4110.88,4112.77,True
4126.03,4126.63,True
4130.81,4131.42,True
4133.23,4134.81,True
4135.9,4137.24,True
4138.24,4139.09,True
4143.36,4144.48,True
4145.28,4146.35,True
4147.35,4148.97,True
4148.97,4149.98,False
4149.98,4150.63,True
4152.23,4153.3,True
4153.3,4154.89,False
4154.89,4155.49,True
4160.39,4160.99,True
4187.93,4188.97,True
4190.04,4191.78,False
4198.9,4199.72,True
4200.72,4201.88,True
4210.14,4210.85,True
4214.77,4215.49,True
4230.52,4231.79,True
4232.61,4233.21,False
4234.01,4234.61,False
4241.3,4242.05,True
4252.31,4253.19,True
4266.53,4267.14,True
4267.94,4268.67,True
4274.35,4275.15,True
4277.49,4280.31,True
4283.21,4284.42,True
4285.99,4287.08,True
4288.54,4289.21,True
4292.0,4292.61,True
4293.41,4295.53,True
4296.33,4296.93,True
4297.73,4299.22,True
4306.13,4306.8,False
4310.58,4313.28,True
4323.26,4326.41,True
4326.41,4327.43,True
4328.43,4329.09,True
4331.37,4333.06,True
4333.88,4334.72,False
4336.32,4336.92,False
4338.1,4338.7,False
4341.05,4344.06,True
4349.7,4350.93,True
4364.0,4364.85,True
4371.83,4372.53,True
4373.33,4374.55,True
4376.15,4379.99,True
4388.21,4388.95,True
4393.91,4394.79,True
4400.34,4401.53,True
4403.22,4403.88,True
4407.18,4409.02,True
4409.02,4410.09,True
4410.09,4412.98,True
4426.24,4427.51,True
4430.05,4430.72,True
4438.65,4439.67,True
4446.68,4449.23,True
4452.83,4454.11,True
4464.88,4466.29,True
4468.43,4473.0,True
4473.81,4474.41,True
4487.85,4488.45,True
4489.25,4492.04,True
4492.96,4494.39,True
4495.99,4496.74,True
4499.72,4501.18,True
4548.33,4549.54,True
4550.45,4553.58,True
4554.38,4556.14,True
4557.14,4557.74,False
4567.73,4568.6,True
4569.4,4570.0,True
4570.98,4573.81,True
4575.68,4576.83,True
4589.87,4590.61,True
4604.43,4605.03,True
4607.79,4608.62,True
4612.33,4613.43,True
4614.25,4614.85,True
4616.49,4619.14,True
4632.94,4633.55,True
4634.55,4636.01,True
4644.84,4645.66,True
4650.39,4650.99,True
4651.79,4654.49,True
4655.29,4657.72,True
4658.52,4659.12,True
4660.39,4661.0,True
4663.32,4663.92,True
4664.88,4665.84,True
4667.28,4667.92,True
4668.84,4672.03,True
4673.27,4675.68,True
4676.53,4677.21,True
4708.34,4709.05,True
4710.15,4710.99,True
4721.54,4722.14,True
4727.01,4727.61,True
4729.42,4732.26,True
4733.17,4733.77,False
4739.46,4740.28,True
4783.54,4784.2,True
4785.22,4786.07,True
4787.09,4787.69,True
4788.95,4789.95,True
4791.02,4791.62,True
4792.42,4793.63,True
4793.63,4794.23,True
4795.04,4797.09,True
4803.18,4803.78,True
4806.0,4807.18,True
4810.09,4810.69,True
4817.65,4818.61,True
4825.26,4826.03,True
4827.86,4831.65,True
4832.74,4833.43,True
4853.55,4854.51,True
4872.07,4874.01,True
4875.11,4875.91,True
4878.15,4878.75,True
4878.75,4880.12,True
4880.12,4881.63,True
4883.0,4883.6,True
4884.67,4885.32,True
4886.14,4887.33,True
4888.13,4888.73,True
4888.73,4889.73,True
4889.73,4890.58,True
4891.74,4892.55,True
4893.63,4895.65,True
4899.02,4899.79,True
4901.01,4902.01,True
4902.01,4904.28,True
4906.78,4907.7,True
4940.63,4941.66,True
5006.27,5007.19,True
5010.97,5011.58,True
5012.6,5013.21,True
5028.24,5028.84,True
5056.22,5059.16,True
5059.97,5062.18,True
5063.27,5064.05,True
5064.85,5065.45,True
5067.19,5069.27,True
5070.87,5072.03,True
5076.15,5077.13,True
5077.95,5079.53,True
5080.46,5083.02,True
5083.85,5084.48,True
5113.91,5114.51,True
5117.63,5118.68,True
5120.37,5122.65,True
5122.65,5123.83,True
5123.83,5124.73,True
5126.05,5136.04,True
5141.75,5143.63,True
5144.8,5145.4,True
5148.19,5150.07,False
5151.33,5151.93,True
5158.9,5159.67,True
5230.87,5231.55,True
5240.06,5241.41,True
5242.43,5243.05,True
5244.53,5245.63,True
5251.96,5253.02,True
5253.02,5253.63,True
5280.5,5281.1,True
5289.56,5290.16,True
5327.65,5328.25,True
5344.27,5345.71,True
5346.87,5347.49,True
5349.95,5351.5,True
5364.18,5364.84,True
5365.88,5366.48,True
5368.48,5369.12,True
5374.8,5376.53,True
5379.02,5379.62,True
5381.16,5381.76,True
5382.56,5384.15,True
5384.95,5385.68,True
5402.66,5404.34,True
5418.63,5419.69,True
5424.55,5425.37,True
5427.06,5427.66,True
5431.11,5434.22,True
5435.51,5439.74,False
5440.58,5441.42,True
5442.22,5442.97,False
5443.94,5444.87,False
5445.67,5446.47,True
5450.68,5451.57,True
5456.34,5457.38,True
5469.26,5470.14,True
5471.72,5473.98,True
5474.79,5476.2,True
5478.05,5479.05,True
5479.85,5480.55,True
5481.36,5482.61,True
5483.6,5484.4,True
5494.03,5494.63,True
5504.28,5504.88,True
5543.88,5544.5,True
5545.44,5546.04,True
5561.99,5562.59,True
5580.46,5581.07,True
5588.09,5588.69,True
5605.42,5606.14,False
5672.35,5672.95,True
5675.47,5677.12,True
5677.93,5678.53,True
5680.94,5682.01,True
5682.01,5682.9,True
5687.68,5688.34,True
5693.12,5693.77,True
5704.14,5705.02,True
5705.82,5706.44,False
5707.24,5707.84,True
5709.72,5710.61,False
5716.36,5718.29,True
5720.72,5721.32,True
5732.13,5733.21,True
5733.21,5734.02,True
5740.15,5740.81,False
5755.45,5756.8,False
5758.82,5759.42,True
5772.07,5773.77,True
5775.27,5776.78,True
5794.07,5795.28,True
5819.75,5820.35,True
5821.44,5822.46,True
5824.64,5826.65,True
5832.04,5832.64,True
5836.28,5837.19,True
5839.74,5840.7,True
5848.11,5849.34,True
5851.25,5851.85,True
5857.39,5857.99,True
5858.79,5859.4,True
5861.61,5862.52,True
5870.29,5870.89,False
5870.89,5871.89,False
5871.89,5872.49,False
5874.96,5875.56,False
5885.23,5885.88,False
5887.12,5888.43,False
5897.36,5898.15,True
5903.23,5903.83,True
5912.26,5912.92,True
5922.62,5923.22,True
5935.92,5936.58,True
5938.44,5939.04,True
5941.78,5942.46,True
5945.74,5951.31,True
5952.5,5953.15,True
5955.75,5957.89,False
5959.01,5959.61,True
5960.41,5961.69,True
5961.69,5962.81,False
5965.81,5966.41,False
5967.23,5967.83,True
5971.66,5972.26,True
5989.06,5990.04,True
5991.23,5992.07,True
5993.09,5993.83,True
5994.63,5995.28,True
6006.51,6007.11,False
6026.65,6027.26,False
6053.95,6054.55,False
6055.6,6057.13,True
6058.73,6060.74,True
6065.51,6066.11,False
6068.99,6069.76,True
6070.56,6071.5,False
6075.11,6076.07,False
6078.65,6079.26,False
6081.87,6083.15,True
6108.13,6108.96,False
6112.42,6113.34,False
6113.34,6114.34,False
6115.77,6116.7,False
6116.7,6118.47,False
6123.74,6124.34,False
6125.14,6126.69,False
6126.69,6127.82,False
6129.77,6130.39,False
6131.39,6131.99,False
6134.59,6135.25,False
6141.18,6141.93,True
6141.93,6142.99,False
6147.1,6148.09,False
6158.13,6158.75,True
6162.4,6163.07,True
6165.58,6166.32,True
6171.89,6172.58,True
6179.11,6179.72,True
6184.21,6185.48,True
6189.15,6189.77,True
6191.28,6192.51,True
6197.45,6198.45,True
6202.76,6203.61,True
6205.81,6206.9,True
6210.94,6212.35,True
6215.15,6216.52,True
6217.32,6217.98,True
6219.1,6219.79,False
6225.06,6226.06,False
6227.0,6227.6,False
6228.54,6229.66,False
6236.87,6237.91,False
6239.03,6239.63,False
6248.16,6248.76,False
6249.6,6250.2,False
6257.4,6258.01,True
6258.81,6259.41,True
6260.21,6260.82,True
6280.65,6281.39,True
6288.19,6289.02,True
6291.43,6293.37,True
6297.06,6297.75,True
6299.35,6300.21,True
6301.46,6302.11,True
6303.35,6304.01,True
6307.57,6308.17,False
6309.77,6310.4,True
6311.2,6311.87,True
6312.87,6316.68,True
6317.53,6318.15,True
6326.19,6326.82,True
6329.44,6330.51,True
6338.03,6341.09,False
6346.42,6349.0,True
6351.88,6352.67,True
6355.44,6356.04,True
6379.1,6379.71,True
6380.6,6381.47,True
6383.63,6384.41,True
6385.39,6386.34,True
6387.14,6388.89,True
6399.11,6399.99,True
6422.88,6423.48,True
6429.72,6430.32,True
6433.7,6434.3,True
6443.96,6444.59,False
6446.07,6446.73,True
6456.19,6457.13,True
6458.37,6459.17,True
6459.17,6459.87,True
6460.67,6461.27,True
6466.95,6468.26,True
6479.32,6479.92,True
6486.74,6487.59,True
6490.63,6491.67,False
6495.81,6496.42,True
6499.5,6500.5,False
6500.5,6501.1,True
6506.56,6507.16,True
6509.64,6510.24,True
6514.9,6515.5,True
6582.24,6582.86,True
6661.61,6662.61,True
6663.48,6664.25,True
6669.38,6669.99,False
6673.43,6674.04,True
6679.96,6681.92,True
6684.75,6685.5,True
6687.19,6687.79,True
6688.59,6689.28,False
6690.28,6690.89,True
6692.33,6692.93,False
6695.76,6696.36,False
6697.44,6698.67,True
6705.23,6705.94,True
6709.57,6710.18,True
6714.02,6715.13,False
6739.6,6740.21,False
6950.01,6950.62,False
6953.25,6953.85,False
6954.65,6955.25,False
6956.51,6957.11,False
6964.74,6965.34,False
6967.49,6968.52,True
6969.32,6970.27,True
6977.09,6977.69,False
6978.82,6980.8,False
6981.61,6982.34,False
6987.48,6988.09,True
6989.07,6989.67,False
6990.47,6991.07,True
6991.87,6992.47,False
6993.27,6993.88,True
6999.66,7000.67,False
7002.76,7003.95,False
7007.06,7007.72,False
7014.68,7015.28,False
7044.12,7044.72,False
7046.68,7047.28,False
7053.15,7053.75,True
7070.06,7070.9,True
7073.59,7074.21,True
7106.96,7107.88,True
7115.2,7115.86,True
7122.5,7123.1,True
7124.1,7125.63,True
7135.83,7136.74,True
7143.52,7144.12,True
7146.17,7146.77,True
7168.5,7169.1,True
7172.68,7173.28,True
7180.73,7181.51,True
7184.46,7185.06,True
7186.66,7187.27,True
7203.36,7204.53,True
7227.81,7228.41,True
7229.38,7230.26,True
7231.1,7232.03,True
7233.86,7234.46,True
7236.18,7236.78,True
7242.65,7243.36,False
7246.27,7246.99,True
7248.58,7249.18,True
7250.15,7251.95,False
7254.93,7255.8,False
7264.96,7265.68,True
7266.93,7267.62,True
7269.52,7270.58,True
7272.41,7273.26,True
7274.06,7274.71,True
7277.23,7278.33,False
7279.58,7280.19,True
7281.36,7282.47,True
7282.47,7283.5,False
7283.5,7284.9,False
7290.01,7290.61,True
7299.79,7301.05,True
7303.15,7305.08,True
7317.28,7317.89,True
7336.43,7337.1,True
7346.3,7346.93,True
7350.28,7352.03,True
7358.32,7359.03,True
7360.88,7361.85,True
7362.8,7363.86,True
7375.98,7376.76,True
7385.0,7386.32,True
7386.32,7388.65,True
7389.45,7390.63,True
7391.43,7392.14,True
7393.88,7394.48,False
7396.22,7398.77,True
7399.85,7404.61,True
7404.61,7405.41,True
7405.41,7406.17,True
7406.17,7406.97,True
7406.97,7407.85,True
7407.85,7408.65,True
7408.65,7409.61,True
7414.6,7415.87,True
7415.87,7417.39,True
7418.63,7426.01,False
7426.82,7427.46,True
7431.28,7431.9,True
7435.73,7436.82,True
7441.81,7442.83,True
7447.58,7448.38,True
7448.38,7451.16,True
7451.96,7452.66,True
7454.29,7457.55,True
7459.94,7460.54,True
7462.48,7463.24,True
7482.89,7483.49,True
7484.31,7484.99,True
7493.49,7494.19,True
7495.26,7495.86,True
7496.86,7497.46,True
7501.81,7502.62,True
7503.55,7505.35,True
7509.91,7514.78,True
7520.44,7521.04,True
7521.84,7522.44,True
7523.24,7524.94,True
7526.87,7527.79,True
7529.79,7530.4,True
7532.65,7533.42,True
7535.8,7538.41,True
7540.34,7542.79,True
7545.26,7546.06,False
7546.06,7546.67,True
7555.47,7556.2,True
7557.14,7558.27,False
7568.81,7569.52,False
7582.47,7583.15,False
7583.96,7584.73,False
7591.4,7592.93,True
7594.06,7595.08,True
7598.15,7598.75,False
7600.86,7601.46,True
7602.42,7603.07,False
7659.15,7660.2,False
7672.57,7673.64,False
7686.76,7687.65,True
7704.72,7705.38,False
7714.18,7715.44,False
7718.59,7719.48,True
7720.48,7721.34,True
7722.36,7722.96,True
7743.4,7744.62,True
7750.1,7750.79,True
7771.0,7771.82,False
7796.26,7796.99,True
7802.34,7803.12,True
7805.86,7806.87,True
7807.87,7808.55,False
7813.81,7814.54,True
7830.75,7831.91,True
7854.12,7855.0,True
7856.07,7856.68,True
7860.07,7860.85,True
7866.89,7867.51,True
7878.95,7879.57,True
7882.45,7883.07,True
7887.83,7888.75,True
7890.25,7891.02,True
7899.6,7901.01,True
7902.34,7902.94,True
7908.66,7909.44,False
7910.48,7911.08,True
7913.2,7913.9,True
7924.89,7926.03,True
7927.7,7929.07,True
7929.91,7931.13,True
7932.73,7933.46,True
7934.48,7936.57,True
7937.63,7940.35,True
7941.5,7943.37,False
7946.77,7948.22,True
7959.86,7960.57,True
7990.25,7990.85,True
7995.15,7995.75,True
7998.76,7999.36,True
8002.88,8003.5,True
8012.29,8013.83,True
8021.15,8022.1,True
8027.87,8028.74,True
8029.97,8031.02,False
8073.15,8073.77,True
8080.31,8080.96,True
8121.86,8122.52,True
8124.93,8125.67,True
8127.7,8128.3,True
8129.32,8130.06,True
8135.71,8136.31,True
8137.29,8137.89,True
8168.92,8169.52,True
8172.78,8173.64,False
8185.84,8187.28,False
8204.42,8206.51,False
8291.8,8292.64,False
8298.27,8299.08,False
8303.51,8304.56,False
8307.61,8309.02,False
8311.14,8312.34,False
8313.64,8316.52,False
8340.44,8341.24,False
8353.14,8353.74,False
8394.2,8395.35,False
8400.11,8401.15,False
8405.48,8406.63,False
8416.81,8418.07,False
8418.07,8419.1,False
8436.61,8437.42,False
8445.74,8446.34,False
8449.59,8450.85,False
8450.85,8451.85,False
8464.49,8466.61,False
8470.77,8471.37,False
8472.18,8472.78,False
8473.68,8475.11,False
8481.57,8482.18,True
8484.38,8485.09,True
8486.35,8486.96,True
8493.05,8493.78,True
8494.58,8495.18,True
8502.63,8503.23,True
8504.88,8505.82,True
8507.4,8508.0,True
8510.62,8512.13,True
8513.14,8514.48,True
8515.28,8515.88,True
8518.25,8518.85,True
8538.67,8539.38,True
8541.6,8542.3,True
8559.56,8560.16,True
8590.15,8590.79,False
8606.56,8607.16,False
8608.1,8608.7,True
8654.3,8654.99,False
8656.3,8656.9,True
8673.0,8673.74,True
8697.41,8698.11,False
8711.76,8712.47,False
8722.42,8723.21,False
8743.2,8744.24,False
8785.31,8785.96,False
8807.42,8808.26,False
8815.92,8816.74,False
8820.47,8821.29,False
8827.46,8828.59,False
8828.59,8829.59,False
8829.59,8830.37,False
8831.17,8831.82,False
8838.54,8839.56,True
8840.36,8841.42,True
8845.82,8846.62,False
8916.56,8917.16,True
8942.83,8943.43,True
8952.0,8952.6,True
8954.47,8955.52,True
8957.2,8957.8,True
8971.94,8972.54,True
8974.59,8975.38,True
8977.87,8978.58,True
8980.37,8980.98,True
8982.36,8983.19,True
8984.43,8985.09,True
8986.83,8987.43,True
8988.43,8989.03,True
8990.03,8990.63,True
8991.43,8992.26,False
8994.92,8995.67,True
8998.09,8998.72,True
9000.96,9002.37,True
9021.05,9021.65,True
9033.23,9033.85,False
9035.75,9036.35,True
9039.19,9041.11,False
9048.51,9049.39,False
9051.69,9052.43,True
9057.26,9058.14,True
9069.58,9070.21,True
9073.36,9074.08,True
9086.92,9087.52,True
9088.81,9089.62,True
9092.4,9093.12,True
9094.18,9094.8,True
9104.72,9105.44,True
9114.6,9115.2,True
9119.77,9120.94,False
9141.59,9142.19,True
9146.74,9147.34,True
9173.24,9173.84,True
9192.39,9193.1,True
9205.09,9205.85,True
9208.9,9209.52,True
9215.62,9216.32,True
9218.94,9222.53,False
9228.39,9229.34,True
9231.13,9231.73,True
9234.6,9235.63,False
9237.23,9237.83,False
9239.92,9241.71,False
9252.85,9253.48,False
9254.56,9255.16,True
9256.0,9256.92,True
9257.84,9258.46,False
9260.06,9260.66,True
9266.57,9267.22,True
9283.07,9283.9,True
9286.68,9287.45,True
9291.95,9292.94,True
9295.02,9295.73,True
9298.4,9299.25,False
9299.25,9300.29,False
9326.5,9328.01,True
9375.74,9377.29,False
9444.23,9444.88,True
9460.06,9460.71,True
9529.7,9530.3,True
9536.28,9536.89,True
9541.45,9542.06,True
9543.43,9544.3,True
9548.78,9549.85,True
9550.85,9551.65,True
9556.46,9557.7,True
9560.53,9561.13,True
9564.54,9565.41,True
9567.07,9567.94,True
9573.09,9573.8,True
9578.57,9579.43,True
9608.94,9610.23,True
9622.55,9623.36,True
9632.97,9633.58,True
9640.22,9640.82,True
9665.8,9666.4,True
9667.99,9668.59,False
9669.43,9670.04,True
9682.9,9684.26,True
9690.53,9691.63,False
9694.96,9695.56,True
9702.29,9702.9,True
9725.32,9726.22,True
9731.93,9732.9,True
9734.22,9734.88,True
9735.69,9736.29,True
9754.42,9755.02,True
9764.12,9764.72,True
9784.96,9785.76,True
9798.47,9799.32,True
9807.11,9807.73,False
9844.77,9845.37,True
9847.05,9848.1,False
9849.83,9850.43,True
9859.48,9860.23,False
9904.53,9905.13,False
9914.09,9914.69,False
9922.77,9923.37,True
9924.41,9925.03,True
9928.69,9929.42,True
9942.96,9944.0,False
9945.73,9946.47,False
9956.16,9956.83,False
9994.38,9995.01,False
9998.95,9999.55,True
10007.67,10008.27,False
10024.01,10024.61,True
10035.4,10036.15,True
10042.8,10043.4,True
10069.41,10070.02,False
10086.73,10087.44,True
10088.43,10090.27,True
10090.27,10091.07,True
10091.07,10092.34,True
10093.44,10095.99,False
10103.76,10104.38,False
10109.73,10110.33,True
10118.07,10118.72,False
